start, end, subpop
14111941.0, 14116686.0, 0.585
14116686.0, 14118023.0, 0.585
14118023.0, 14139966.0, 0.585
14139966.0, 14140706.0, 0.5875
14140706.0, 14141358.0, 0.5875
14141358.0, 14145232.0, 0.5875
14145232.0, 14163269.0, 0.5875
14163269.0, 14165877.0, 0.5875
14165877.0, 14171283.0, 0.5875
14171283.0, 14173633.0, 0.5875
14173633.0, 14175592.0, 0.5875
14175592.0, 14178207.0, 0.5825
14178207.0, 14180027.0, 0.5825
14180027.0, 14189225.0, 0.5825
14189225.0, 14190752.0, 0.5875
14190752.0, 14199151.0, 0.5875
14199151.0, 14200043.0, 0.5875
14200043.0, 14203010.0, 0.5875
14203010.0, 14203406.0, 0.5875
14203406.0, 14219775.0, 0.5575
14219775.0, 14225769.0, 0.502
14225769.0, 14234842.0, 0.509
14234842.0, 14235659.0, 0.5085
14235659.0, 14237622.0, 0.5105
14237622.0, 14243372.0, 0.5115
14243372.0, 14243497.0, 0.5115
14243497.0, 14245587.0, 0.5115
14245587.0, 14249942.0, 0.5115
14249942.0, 14261440.0, 0.511
14261440.0, 14262703.0, 0.511
14262703.0, 14263606.0, 0.5185
14263606.0, 14270613.0, 0.5185
14270613.0, 14273520.0, 0.5185
14273520.0, 14273706.0, 0.5185
14273706.0, 14275833.0, 0.518
14275833.0, 14280739.0, 0.518
14280739.0, 14289538.0, 0.518
14289538.0, 14295163.0, 0.518
14295163.0, 14298858.0, 0.5175
14298858.0, 14306206.0, 0.5175
14306206.0, 14306264.0, 0.5165
14306264.0, 14309525.0, 0.5165
14309525.0, 14315180.0, 0.519
14315180.0, 14321198.0, 0.516
14321198.0, 14327144.0, 0.516
14327144.0, 14329356.0, 0.4995
14329356.0, 14335068.0, 0.4995
14335068.0, 14335547.0, 0.482
14335547.0, 14338508.0, 0.482
14338508.0, 14339943.0, 0.477
14339943.0, 14347872.0, 0.48
14347872.0, 14350955.0, 0.478
14350955.0, 14354369.0, 0.478
14354369.0, 14354628.0, 0.4915
14354628.0, 14354974.0, 0.5095
14354974.0, 14358299.0, 0.517
14358299.0, 14361713.0, 0.516
14361713.0, 14362277.0, 0.5165
14362277.0, 14362469.0, 0.51
14362469.0, 14367658.0, 0.5025
14367658.0, 14370678.0, 0.5785
14370678.0, 14371660.0, 0.5795
14371660.0, 14372214.0, 0.5795
14372214.0, 14372406.0, 0.5795
14372406.0, 14374163.0, 0.6065
14374163.0, 14380318.0, 0.6065
14380318.0, 14380954.0, 0.6065
14380954.0, 14381152.0, 0.6065
14381152.0, 14400509.0, 0.606
14400509.0, 14409366.0, 0.606
14409366.0, 14410125.0, 0.6065
14410125.0, 14415372.0, 0.6065
14415372.0, 14417136.0, 0.6055
14417136.0, 14417154.0, 0.6055
14417154.0, 14421979.0, 0.6055
14421979.0, 14427657.0, 0.6055
14427657.0, 14435015.0, 0.6055
14435015.0, 14435638.0, 0.643
14435638.0, 14440895.0, 0.643
14440895.0, 14449054.0, 0.6435
14449054.0, 14454615.0, 0.6435
14454615.0, 14460626.0, 0.6435
14460626.0, 14464891.0, 0.6515
14464891.0, 14469187.0, 0.6515
14469187.0, 14476411.0, 0.652
14476411.0, 14479515.0, 0.653
14479515.0, 14480416.0, 0.651
14480416.0, 14485280.0, 0.651
14485280.0, 14493589.0, 0.6505
14493589.0, 14495061.0, 0.6515
14495061.0, 14497244.0, 0.6515
14497244.0, 14498190.0, 0.6505
14498190.0, 14509542.0, 0.651
14509542.0, 14511489.0, 0.6515
14511489.0, 14513850.0, 0.6515
14513850.0, 14518026.0, 0.6515
14518026.0, 14518623.0, 0.651
14518623.0, 14522692.0, 0.6485
14522692.0, 14523919.0, 0.6485
14523919.0, 14533188.0, 0.636
14533188.0, 14534120.0, 0.638
14534120.0, 14534274.0, 0.6375
14534274.0, 14542587.0, 0.638
14542587.0, 14545842.0, 0.625
14545842.0, 14547623.0, 0.6255
14547623.0, 14556375.0, 0.6315
14556375.0, 14563065.0, 0.632
14563065.0, 14579859.0, 0.6315
14579859.0, 14581712.0, 0.632
14581712.0, 14581983.0, 0.631
14581983.0, 14585927.0, 0.6315
14585927.0, 14596525.0, 0.6315
14596525.0, 14599222.0, 0.6315
14599222.0, 14603680.0, 0.632
14603680.0, 14608925.0, 0.632
14608925.0, 14612151.0, 0.6315
14612151.0, 14619315.0, 0.614
14619315.0, 14621371.0, 0.6135
14621371.0, 14626148.0, 0.613
14626148.0, 14636949.0, 0.612
14636949.0, 14637854.0, 0.611
14637854.0, 14638659.0, 0.6115
14638659.0, 14646020.0, 0.6115
14646020.0, 14656056.0, 0.6115
14656056.0, 14668419.0, 0.608
14668419.0, 14673695.0, 0.608
14673695.0, 14681619.0, 0.608
14681619.0, 14682221.0, 0.6085
14682221.0, 14683061.0, 0.6085
14683061.0, 14684768.0, 0.6085
14684768.0, 14698246.0, 0.6085
14698246.0, 14698432.0, 0.61
14698432.0, 14706304.0, 0.61
14706304.0, 14707730.0, 0.61
14707730.0, 14708379.0, 0.61
14708379.0, 14709268.0, 0.601
14709268.0, 14727285.0, 0.601
14727285.0, 14729831.0, 0.601
14729831.0, 14730374.0, 0.6025
14730374.0, 14732640.0, 0.6025
14732640.0, 14736342.0, 0.6025
14736342.0, 14739101.0, 0.6035
14739101.0, 14745176.0, 0.6015
14745176.0, 14763874.0, 0.6015
14763874.0, 14771041.0, 0.6015
14771041.0, 14772247.0, 0.6015
14772247.0, 14777340.0, 0.6115
14777340.0, 14777482.0, 0.612
14777482.0, 14781913.0, 0.612
14781913.0, 14784477.0, 0.5595
14784477.0, 14790874.0, 0.5595
14790874.0, 14791103.0, 0.5595
14791103.0, 14792828.0, 0.552
14792828.0, 14816109.0, 0.552
14816109.0, 14816972.0, 0.552
14816972.0, 14834137.0, 0.552
14834137.0, 14844876.0, 0.547
14844876.0, 14848335.0, 0.547
14848335.0, 14849941.0, 0.547
14849941.0, 14858172.0, 0.547
14858172.0, 14861382.0, 0.5465
14861382.0, 14867259.0, 0.5565
14867259.0, 14873849.0, 0.5565
14873849.0, 14876067.0, 0.5565
14876067.0, 14877057.0, 0.5565
14877057.0, 14880239.0, 0.557
14880239.0, 14885258.0, 0.557
14885258.0, 14886346.0, 0.557
14886346.0, 14886962.0, 0.557
14886962.0, 14911980.0, 0.5565
14911980.0, 14914823.0, 0.5495
14914823.0, 14916322.0, 0.5545
14916322.0, 14917233.0, 0.5545
14917233.0, 14924309.0, 0.5545
14924309.0, 14932821.0, 0.5545
14932821.0, 14933186.0, 0.552
14933186.0, 14933964.0, 0.5525
14933964.0, 14935618.0, 0.5525
14935618.0, 14937341.0, 0.554
14937341.0, 14940478.0, 0.554
14940478.0, 14945469.0, 0.554
14945469.0, 14948323.0, 0.5535
14948323.0, 14949756.0, 0.5535
14949756.0, 14951252.0, 0.5535
14951252.0, 14953095.0, 0.5535
14953095.0, 14956251.0, 0.5535
14956251.0, 14959692.0, 0.5535
14959692.0, 14960546.0, 0.552
14960546.0, 14961797.0, 0.566
14961797.0, 14962078.0, 0.5475
14962078.0, 14966589.0, 0.5475
14966589.0, 14970277.0, 0.5475
14970277.0, 14982566.0, 0.549
14982566.0, 15003310.0, 0.549
15003310.0, 15003490.0, 0.5555
15003490.0, 15006973.0, 0.5555
15006973.0, 15012648.0, 0.5555
15012648.0, 15014581.0, 0.555
15014581.0, 15017262.0, 0.5555
15017262.0, 15018253.0, 0.555
15018253.0, 15021899.0, 0.5615
15021899.0, 15028800.0, 0.5615
15028800.0, 15029825.0, 0.5615
15029825.0, 15032781.0, 0.572
15032781.0, 15039327.0, 0.5735
15039327.0, 15044846.0, 0.574
15044846.0, 15051757.0, 0.574
15051757.0, 15079417.0, 0.574
15079417.0, 15089531.0, 0.574
15089531.0, 15103608.0, 0.578
15103608.0, 15106507.0, 0.5775
15106507.0, 15120938.0, 0.5775
15120938.0, 15132009.0, 0.5775
15132009.0, 15132687.0, 0.5775
15132687.0, 15140265.0, 0.5775
15140265.0, 15145039.0, 0.5755
15145039.0, 15147019.0, 0.5755
15147019.0, 15152496.0, 0.5755
15152496.0, 15157234.0, 0.5755
15157234.0, 15158809.0, 0.5755
15158809.0, 15161495.0, 0.5715
15161495.0, 15161544.0, 0.622
15161544.0, 15171764.0, 0.622
15171764.0, 15183449.0, 0.622
15183449.0, 15186716.0, 0.622
15186716.0, 15194263.0, 0.622
15194263.0, 15201627.0, 0.6245
15201627.0, 15202969.0, 0.6245
15202969.0, 15203587.0, 0.6245
15203587.0, 15203619.0, 0.6215
15203619.0, 15206225.0, 0.6185
15206225.0, 15206351.0, 0.619
15206351.0, 15209030.0, 0.621
15209030.0, 15217229.0, 0.621
15217229.0, 15220124.0, 0.625
15220124.0, 15220999.0, 0.625
15220999.0, 15226519.0, 0.6115
15226519.0, 15235240.0, 0.6105
15235240.0, 15238516.0, 0.6135
15238516.0, 15241354.0, 0.6135
15241354.0, 15248424.0, 0.602
15248424.0, 15249427.0, 0.6135
15249427.0, 15255940.0, 0.616
15255940.0, 15263599.0, 0.616
15263599.0, 15272130.0, 0.568
15272130.0, 15276681.0, 0.5715
15276681.0, 15282115.0, 0.5715
15282115.0, 15282457.0, 0.5715
15282457.0, 15293472.0, 0.5715
15293472.0, 15318127.0, 0.5715
15318127.0, 15324768.0, 0.5715
15324768.0, 15325419.0, 0.5715
15325419.0, 15329702.0, 0.5715
15329702.0, 15347880.0, 0.5715
15347880.0, 15351727.0, 0.5715
15351727.0, 15352960.0, 0.5695
15352960.0, 15359971.0, 0.585
15359971.0, 15362803.0, 0.585
15362803.0, 15364037.0, 0.585
15364037.0, 15385424.0, 0.585
15385424.0, 15408462.0, 0.585
15408462.0, 15411050.0, 0.5845
15411050.0, 15414795.0, 0.588
15414795.0, 15419480.0, 0.588
15419480.0, 15425657.0, 0.5865
15425657.0, 15431637.0, 0.5865
15431637.0, 15441985.0, 0.5815
15441985.0, 15443987.0, 0.5815
15443987.0, 15447622.0, 0.5815
15447622.0, 15449258.0, 0.5845
15449258.0, 15456362.0, 0.58
15456362.0, 15456443.0, 0.58
15456443.0, 15460583.0, 0.58
15460583.0, 15460590.0, 0.582
15460590.0, 15464019.0, 0.5825
15464019.0, 15468631.0, 0.5795
15468631.0, 15485806.0, 0.5795
15485806.0, 15486447.0, 0.5795
15486447.0, 15492341.0, 0.5795
15492341.0, 15495423.0, 0.5795
15495423.0, 15510437.0, 0.5805
15510437.0, 15518792.0, 0.5805
15518792.0, 15520462.0, 0.5805
15520462.0, 15537460.0, 0.5795
15537460.0, 15539827.0, 0.5855
15539827.0, 15542073.0, 0.5855
15542073.0, 15550477.0, 0.5855
15550477.0, 15551185.0, 0.5855
15551185.0, 15553145.0, 0.5855
15553145.0, 15553770.0, 0.575
15553770.0, 15554097.0, 0.5775
15554097.0, 15555552.0, 0.5775
15555552.0, 15564519.0, 0.5775
15564519.0, 15567814.0, 0.5775
15567814.0, 15568783.0, 0.5775
15568783.0, 15580103.0, 0.576
15580103.0, 15581756.0, 0.5735
15581756.0, 15587100.0, 0.572
15587100.0, 15589911.0, 0.5725
15589911.0, 15594473.0, 0.5725
15594473.0, 15595544.0, 0.574
15595544.0, 15604750.0, 0.574
15604750.0, 15609151.0, 0.5715
15609151.0, 15613020.0, 0.5705
15613020.0, 15615213.0, 0.573
15615213.0, 15617301.0, 0.5185
15617301.0, 15623228.0, 0.5185
15623228.0, 15627930.0, 0.5185
15627930.0, 15646415.0, 0.518
15646415.0, 15649548.0, 0.518
15649548.0, 15650789.0, 0.5085
15650789.0, 15658071.0, 0.5085
15658071.0, 15661556.0, 0.5085
15661556.0, 15662443.0, 0.5085
15662443.0, 15663589.0, 0.5065
15663589.0, 15670954.0, 0.501
15670954.0, 15682067.0, 0.501
15682067.0, 15692009.0, 0.501
15692009.0, 15702826.0, 0.5015
15702826.0, 15704784.0, 0.5015
15704784.0, 15709753.0, 0.5015
15709753.0, 15711239.0, 0.4945
15711239.0, 15719624.0, 0.4945
15719624.0, 15722639.0, 0.4975
15722639.0, 15723690.0, 0.5145
15723690.0, 15725312.0, 0.5125
15725312.0, 15726734.0, 0.5125
15726734.0, 15732076.0, 0.4375
15732076.0, 15732211.0, 0.4375
15732211.0, 15734882.0, 0.429
15734882.0, 15740399.0, 0.429
15740399.0, 15743387.0, 0.417
15743387.0, 15750523.0, 0.405
15750523.0, 15751535.0, 0.402
15751535.0, 15752536.0, 0.4015
15752536.0, 15753268.0, 0.4015
15753268.0, 15754257.0, 0.4015
15754257.0, 15764452.0, 0.4015
15764452.0, 15768840.0, 0.4015
15768840.0, 15773135.0, 0.4015
15773135.0, 15774046.0, 0.403
15774046.0, 15779167.0, 0.403
15779167.0, 15781971.0, 0.4035
15781971.0, 15784196.0, 0.4035
15784196.0, 15793201.0, 0.4215
15793201.0, 15795714.0, 0.423
15795714.0, 15800753.0, 0.4385
15800753.0, 15801593.0, 0.4385
15801593.0, 15815482.0, 0.4385
15815482.0, 15819795.0, 0.4385
15819795.0, 15824792.0, 0.4385
15824792.0, 15827030.0, 0.4385
15827030.0, 15830490.0, 0.4385
15830490.0, 15839538.0, 0.442
15839538.0, 15840722.0, 0.442
15840722.0, 15852144.0, 0.442
15852144.0, 15861020.0, 0.442
15861020.0, 15868992.0, 0.4425
15868992.0, 15873785.0, 0.4425
15873785.0, 15877161.0, 0.4425
15877161.0, 15889692.0, 0.4425
15889692.0, 15895926.0, 0.4425
15895926.0, 15904406.0, 0.4425
15904406.0, 15905820.0, 0.4425
15905820.0, 15908463.0, 0.4425
15908463.0, 15911563.0, 0.4425
15911563.0, 15914257.0, 0.4425
15914257.0, 15914469.0, 0.435
15914469.0, 15921574.0, 0.431
15921574.0, 15935591.0, 0.431
15935591.0, 15942645.0, 0.432
15942645.0, 15980348.0, 0.427
15980348.0, 15981989.0, 0.427
15981989.0, 15988907.0, 0.427
15988907.0, 15988947.0, 0.4215
15988947.0, 15990708.0, 0.4215
15990708.0, 15992056.0, 0.4175
15992056.0, 16000237.0, 0.418
16000237.0, 16014266.0, 0.417
16014266.0, 16028284.0, 0.417
16028284.0, 16033764.0, 0.4165
16033764.0, 16033873.0, 0.417
16033873.0, 16042595.0, 0.43
16042595.0, 16042666.0, 0.429
16042666.0, 16044835.0, 0.429
16044835.0, 16045758.0, 0.429
16045758.0, 16049550.0, 0.429
16049550.0, 16052467.0, 0.429
16052467.0, 16055800.0, 0.429
16055800.0, 16059055.0, 0.428
16059055.0, 16068012.0, 0.428
16068012.0, 16070144.0, 0.428
16070144.0, 16093003.0, 0.432
16093003.0, 16094851.0, 0.432
16094851.0, 16113488.0, 0.4315
16113488.0, 16128858.0, 0.432
16128858.0, 16130956.0, 0.432
16130956.0, 16131033.0, 0.4365
16131033.0, 16143609.0, 0.4365
16143609.0, 16145954.0, 0.439
16145954.0, 16146371.0, 0.434
16146371.0, 16149163.0, 0.4425
16149163.0, 16150792.0, 0.4425
16150792.0, 16154984.0, 0.403
16154984.0, 16157007.0, 0.403
16157007.0, 16165100.0, 0.404
16165100.0, 16166759.0, 0.404
16166759.0, 16177690.0, 0.406
16177690.0, 16182235.0, 0.4
16182235.0, 16197767.0, 0.401
16197767.0, 16212945.0, 0.4005
16212945.0, 16213000.0, 0.4005
16213000.0, 16213492.0, 0.396
16213492.0, 16221901.0, 0.3955
16221901.0, 16231206.0, 0.405
16231206.0, 16232578.0, 0.404
16232578.0, 16233325.0, 0.404
16233325.0, 16247535.0, 0.4435
16247535.0, 16251668.0, 0.443
16251668.0, 16252257.0, 0.436
16252257.0, 16259388.0, 0.436
16259388.0, 16265815.0, 0.436
16265815.0, 16266841.0, 0.436
16266841.0, 16279756.0, 0.437
16279756.0, 16283685.0, 0.4365
16283685.0, 16289279.0, 0.438
16289279.0, 16291147.0, 0.438
16291147.0, 16296582.0, 0.43
16296582.0, 16300254.0, 0.43
16300254.0, 16317099.0, 0.406
16317099.0, 16317583.0, 0.4025
16317583.0, 16319367.0, 0.4025
16319367.0, 16329003.0, 0.4025
16329003.0, 16336664.0, 0.3915
16336664.0, 16340489.0, 0.391
16340489.0, 16340923.0, 0.4445
16340923.0, 16378353.0, 0.4445
16378353.0, 16378868.0, 0.424
16378868.0, 16380864.0, 0.4245
16380864.0, 16402562.0, 0.4315
16402562.0, 16404893.0, 0.436
16404893.0, 16406160.0, 0.4375
16406160.0, 16409209.0, 0.437
16409209.0, 16410924.0, 0.412
16410924.0, 16421908.0, 0.414
16421908.0, 16422504.0, 0.412
16422504.0, 16429490.0, 0.412
16429490.0, 16432360.0, 0.412
16432360.0, 16441056.0, 0.4125
16441056.0, 16444479.0, 0.4125
16444479.0, 16450128.0, 0.4115
16450128.0, 16452722.0, 0.4115
16452722.0, 16464184.0, 0.4115
16464184.0, 16468913.0, 0.4105
16468913.0, 16478114.0, 0.4095
16478114.0, 16478860.0, 0.4095
16478860.0, 16485714.0, 0.4095
16485714.0, 16485722.0, 0.409
16485722.0, 16487154.0, 0.421
16487154.0, 16493716.0, 0.418
16493716.0, 16499812.0, 0.4165
16499812.0, 16509642.0, 0.4165
16509642.0, 16510768.0, 0.4165
16510768.0, 16518674.0, 0.4435
16518674.0, 16528258.0, 0.4435
16528258.0, 16533629.0, 0.4435
16533629.0, 16540566.0, 0.421
16540566.0, 16554182.0, 0.4205
16554182.0, 16555561.0, 0.4205
16555561.0, 16559813.0, 0.4175
16559813.0, 16575116.0, 0.418
16575116.0, 16576556.0, 0.418
16576556.0, 16577541.0, 0.418
16577541.0, 16595125.0, 0.414
16595125.0, 16596667.0, 0.4135
16596667.0, 16604559.0, 0.4135
16604559.0, 16613155.0, 0.411
16613155.0, 16619979.0, 0.411
16619979.0, 16628068.0, 0.411
16628068.0, 16637651.0, 0.405
16637651.0, 16645466.0, 0.408
16645466.0, 16656232.0, 0.408
16656232.0, 16657497.0, 0.408
16657497.0, 16669259.0, 0.419
16669259.0, 16687250.0, 0.483
16687250.0, 16691953.0, 0.4745
16691953.0, 16698601.0, 0.4745
16698601.0, 16699170.0, 0.4725
16699170.0, 16700880.0, 0.4725
16700880.0, 16705518.0, 0.4725
16705518.0, 16716860.0, 0.471
16716860.0, 16719434.0, 0.4675
16719434.0, 16727516.0, 0.4675
16727516.0, 16732553.0, 0.4665
16732553.0, 16733612.0, 0.4665
16733612.0, 16750818.0, 0.4645
16750818.0, 16753954.0, 0.4685
16753954.0, 16754395.0, 0.4685
16754395.0, 16759613.0, 0.4685
16759613.0, 16761047.0, 0.471
16761047.0, 16761192.0, 0.4705
16761192.0, 16767187.0, 0.4725
16767187.0, 16791647.0, 0.4725
16791647.0, 16792266.0, 0.472
16792266.0, 16800769.0, 0.472
16800769.0, 16804357.0, 0.475
16804357.0, 16830401.0, 0.475
16830401.0, 16833374.0, 0.475
16833374.0, 16834139.0, 0.475
16834139.0, 16838768.0, 0.4625
16838768.0, 16847629.0, 0.4625
16847629.0, 16852623.0, 0.4625
16852623.0, 16864583.0, 0.4225
16864583.0, 16871286.0, 0.4195
16871286.0, 16872703.0, 0.418
16872703.0, 16879032.0, 0.418
16879032.0, 16879098.0, 0.4465
16879098.0, 16889217.0, 0.4465
16889217.0, 16893224.0, 0.444
16893224.0, 16898458.0, 0.444
16898458.0, 16902581.0, 0.444
16902581.0, 16919175.0, 0.431
16919175.0, 16953566.0, 0.431
16953566.0, 16955665.0, 0.431
16955665.0, 16957539.0, 0.4365
16957539.0, 16959959.0, 0.4365
16959959.0, 16961001.0, 0.4325
16961001.0, 16964901.0, 0.4325
16964901.0, 16967018.0, 0.4325
16967018.0, 16969746.0, 0.433
16969746.0, 16972467.0, 0.433
16972467.0, 16974290.0, 0.433
16974290.0, 16982186.0, 0.4335
16982186.0, 16982579.0, 0.4335
16982579.0, 16984403.0, 0.4335
16984403.0, 16989365.0, 0.4335
16989365.0, 16996639.0, 0.4335
16996639.0, 17002277.0, 0.4335
17002277.0, 17011701.0, 0.4335
17011701.0, 17012613.0, 0.4335
17012613.0, 17015190.0, 0.4335
17015190.0, 17019176.0, 0.4335
17019176.0, 17020141.0, 0.3655
17020141.0, 17026441.0, 0.37
17026441.0, 17031427.0, 0.37
17031427.0, 17033644.0, 0.3695
17033644.0, 17033722.0, 0.369
17033722.0, 17036302.0, 0.369
17036302.0, 17044912.0, 0.3675
17044912.0, 17061554.0, 0.3675
17061554.0, 17071913.0, 0.3675
17071913.0, 17088501.0, 0.366
17088501.0, 17090263.0, 0.366
17090263.0, 17091511.0, 0.366
17091511.0, 17092458.0, 0.366
17092458.0, 17096715.0, 0.361
17096715.0, 17100688.0, 0.3475
17100688.0, 17103150.0, 0.352
17103150.0, 17118844.0, 0.352
17118844.0, 17123317.0, 0.3555
17123317.0, 17133555.0, 0.3555
17133555.0, 17139289.0, 0.353
17139289.0, 17145782.0, 0.353
17145782.0, 17147504.0, 0.353
17147504.0, 17151576.0, 0.353
17151576.0, 17151803.0, 0.353
17151803.0, 17154881.0, 0.353
17154881.0, 17156283.0, 0.353
17156283.0, 17158755.0, 0.391
17158755.0, 17160403.0, 0.3895
17160403.0, 17163572.0, 0.3895
17163572.0, 17168027.0, 0.424
17168027.0, 17178707.0, 0.435
17178707.0, 17183035.0, 0.435
17183035.0, 17201541.0, 0.435
17201541.0, 17217915.0, 0.435
17217915.0, 17218855.0, 0.435
17218855.0, 17224384.0, 0.435
17224384.0, 17226746.0, 0.435
17226746.0, 17228316.0, 0.435
17228316.0, 17238805.0, 0.435
17238805.0, 17246773.0, 0.435
17246773.0, 17251350.0, 0.435
17251350.0, 17256291.0, 0.435
17256291.0, 17259848.0, 0.435
17259848.0, 17260251.0, 0.437
17260251.0, 17262744.0, 0.437
17262744.0, 17268014.0, 0.437
17268014.0, 17271186.0, 0.437
17271186.0, 17276942.0, 0.438
17276942.0, 17277464.0, 0.4335
17277464.0, 17279426.0, 0.4315
17279426.0, 17285883.0, 0.431
17285883.0, 17291806.0, 0.431
17291806.0, 17294700.0, 0.431
17294700.0, 17296959.0, 0.431
17296959.0, 17299984.0, 0.431
17299984.0, 17307605.0, 0.431
17307605.0, 17309915.0, 0.4295
17309915.0, 17314563.0, 0.4295
17314563.0, 17315272.0, 0.43
17315272.0, 17323453.0, 0.435
17323453.0, 17332570.0, 0.435
17332570.0, 17333003.0, 0.435
17333003.0, 17337576.0, 0.431
17337576.0, 17339247.0, 0.431
17339247.0, 17349422.0, 0.431
17349422.0, 17351676.0, 0.435
17351676.0, 17351851.0, 0.435
17351851.0, 17356116.0, 0.435
17356116.0, 17375295.0, 0.435
17375295.0, 17377731.0, 0.412
17377731.0, 17378094.0, 0.412
17378094.0, 17383290.0, 0.412
17383290.0, 17383616.0, 0.412
17383616.0, 17384505.0, 0.412
17384505.0, 17385244.0, 0.412
17385244.0, 17385617.0, 0.4135
17385617.0, 17397102.0, 0.413
17397102.0, 17403753.0, 0.413
17403753.0, 17405427.0, 0.413
17405427.0, 17410158.0, 0.398
17410158.0, 17410400.0, 0.398
17410400.0, 17417973.0, 0.4205
17417973.0, 17431401.0, 0.42
17431401.0, 17433423.0, 0.42
17433423.0, 17441548.0, 0.42
17441548.0, 17448326.0, 0.419
17448326.0, 17449570.0, 0.419
17449570.0, 17457964.0, 0.4255
17457964.0, 17457994.0, 0.32
17457994.0, 17462350.0, 0.32
17462350.0, 17471768.0, 0.32
17471768.0, 17496303.0, 0.32
17496303.0, 17499611.0, 0.32
17499611.0, 17499815.0, 0.32
17499815.0, 17501457.0, 0.32
17501457.0, 17503537.0, 0.32
17503537.0, 17506039.0, 0.32
17506039.0, 17515956.0, 0.275
17515956.0, 17520250.0, 0.263
17520250.0, 17540947.0, 0.2615
17540947.0, 17543929.0, 0.2615
17543929.0, 17547151.0, 0.2615
17547151.0, 17552611.0, 0.2675
17552611.0, 17566610.0, 0.2675
17566610.0, 17574837.0, 0.2525
17574837.0, 17575905.0, 0.2525
17575905.0, 17580896.0, 0.2545
17580896.0, 17583308.0, 0.2545
17583308.0, 17583892.0, 0.2545
17583892.0, 17594059.0, 0.2545
17594059.0, 17600989.0, 0.2525
17600989.0, 17613444.0, 0.2525
17613444.0, 17626015.0, 0.2525
17626015.0, 17631250.0, 0.2925
17631250.0, 17633842.0, 0.291
17633842.0, 17634257.0, 0.291
17634257.0, 17642745.0, 0.291
17642745.0, 17648828.0, 0.292
17648828.0, 17654108.0, 0.2705
17654108.0, 17658028.0, 0.2705
17658028.0, 17661548.0, 0.2465
17661548.0, 17674777.0, 0.2465
17674777.0, 17681816.0, 0.2465
17681816.0, 17683122.0, 0.2465
17683122.0, 17701047.0, 0.211
17701047.0, 17714485.0, 0.2105
17714485.0, 17715757.0, 0.1895
17715757.0, 17721912.0, 0.1895
17721912.0, 17722528.0, 0.1895
17722528.0, 17724290.0, 0.1895
17724290.0, 17726741.0, 0.1895
17726741.0, 17729118.0, 0.1895
17729118.0, 17729724.0, 0.1895
17729724.0, 17738471.0, 0.1895
17738471.0, 17739061.0, 0.189
17739061.0, 17739726.0, 0.231
17739726.0, 17741073.0, 0.231
17741073.0, 17747179.0, 0.23
17747179.0, 17751865.0, 0.23
17751865.0, 17751876.0, 0.23
17751876.0, 17761539.0, 0.23
17761539.0, 17762044.0, 0.257
17762044.0, 17767290.0, 0.257
17767290.0, 17767569.0, 0.257
17767569.0, 17770360.0, 0.257
17770360.0, 17771029.0, 0.258
17771029.0, 17779630.0, 0.3075
17779630.0, 17783906.0, 0.3075
17783906.0, 17785146.0, 0.3055
17785146.0, 17794979.0, 0.2975
17794979.0, 17796022.0, 0.2975
17796022.0, 17803315.0, 0.2975
17803315.0, 17805220.0, 0.2975
17805220.0, 17808018.0, 0.298
17808018.0, 17808479.0, 0.314
17808479.0, 17816153.0, 0.314
17816153.0, 17819176.0, 0.3165
17819176.0, 17825004.0, 0.317
17825004.0, 17825597.0, 0.3165
17825597.0, 17826205.0, 0.3165
17826205.0, 17835610.0, 0.3155
17835610.0, 17840019.0, 0.3155
17840019.0, 17843281.0, 0.3155
17843281.0, 17843813.0, 0.3155
17843813.0, 17862239.0, 0.3145
17862239.0, 17871986.0, 0.3145
17871986.0, 17880148.0, 0.3145
17880148.0, 17886564.0, 0.3145
17886564.0, 17886856.0, 0.3145
17886856.0, 17888848.0, 0.3145
17888848.0, 17896758.0, 0.3105
17896758.0, 17904819.0, 0.3105
17904819.0, 17906698.0, 0.31
17906698.0, 17907570.0, 0.31
17907570.0, 17908611.0, 0.3095
17908611.0, 17911832.0, 0.3095
17911832.0, 17915530.0, 0.3095
17915530.0, 17924946.0, 0.3095
17924946.0, 17926040.0, 0.3095
17926040.0, 17930690.0, 0.31
17930690.0, 17942111.0, 0.31
17942111.0, 17946194.0, 0.3085
17946194.0, 17948644.0, 0.3085
17948644.0, 17950285.0, 0.3085
17950285.0, 17951468.0, 0.3085
17951468.0, 17958511.0, 0.298
17958511.0, 17959943.0, 0.298
17959943.0, 17969915.0, 0.298
17969915.0, 17972626.0, 0.365
17972626.0, 17978707.0, 0.365
17978707.0, 17989874.0, 0.3645
17989874.0, 17990621.0, 0.3645
17990621.0, 18005540.0, 0.3645
18005540.0, 18013342.0, 0.3645
18013342.0, 18015242.0, 0.3635
18015242.0, 18021626.0, 0.3645
18021626.0, 18022781.0, 0.3645
18022781.0, 18039188.0, 0.3645
18039188.0, 18040654.0, 0.3645
18040654.0, 18043032.0, 0.3645
18043032.0, 18044817.0, 0.3645
18044817.0, 18047182.0, 0.3645
18047182.0, 18052405.0, 0.366
18052405.0, 18052510.0, 0.366
18052510.0, 18059111.0, 0.342
18059111.0, 18067046.0, 0.343
18067046.0, 18074956.0, 0.343
18074956.0, 18087453.0, 0.3415
18087453.0, 18088573.0, 0.34
18088573.0, 18089097.0, 0.34
18089097.0, 18090112.0, 0.34
18090112.0, 18094687.0, 0.3385
