start,heights
389177.0,151362.24224841452
391761.0,151362.24224841452
391812.0,151362.24224841452
392086.0,151362.24224841452
392190.0,151362.24224841452
395172.0,151362.24224841452
395619.0,151362.24224841452
396544.0,151362.24224841452
398596.0,151362.24224841452
399354.0,151362.24224841452
403433.0,151362.24224841452
405753.0,151362.24224841452
405769.0,151362.24224841452
406296.0,151362.24224841452
409524.0,151362.24224841452
417557.0,151362.24224841452
419997.0,151362.24224841452
425297.0,151362.24224841452
426449.0,151362.24224841452
430122.0,151362.24224841452
430218.0,151362.24224841452
430455.0,151362.24224841452
433122.0,151362.24224841452
435431.0,151362.24224841452
435591.0,461512.94220575114
437114.0,461512.94220575114
438662.0,461512.94220575114
440473.0,461512.94220575114
441446.0,461512.94220575114
444517.0,324456.4398510729
448844.0,324456.4398510729
450941.0,324456.4398510729
451881.0,324456.4398510729
452419.0,324456.4398510729
452724.0,324456.4398510729
455084.0,324456.4398510729
465976.0,324456.4398510729
467427.0,324456.4398510729
469451.0,324456.4398510729
470415.0,324456.4398510729
472019.0,107710.21725354689
474833.0,107710.21725354689
474878.0,107710.21725354689
476694.0,69.0
480273.0,69.0
482451.0,69.0
492617.0,69.0
493567.0,69.0
494166.0,69.0
498897.0,69.0
500550.0,69.0
500591.0,69.0
501895.0,69.0
502677.0,69.0
503075.0,69.0
503316.0,69.0
503839.0,69.0
504647.0,69.0
505194.0,69.0
510749.0,69.0
512142.0,69.0
514516.0,559516.1127723926
517645.0,287160.8034841241
520995.0,287160.8034841241
521275.0,287160.8034841241
521515.0,287160.8034841241
521815.0,287160.8034841241
522073.0,287160.8034841241
522267.0,287160.8034841241
522898.0,287160.8034841241
523596.0,296708.2429822214
526534.0,296708.2429822214
526879.0,296708.2429822214
529666.0,296708.2429822214
530620.0,296708.2429822214
532101.0,296708.2429822214
532308.0,296708.2429822214
534438.0,296708.2429822214
534712.0,296708.2429822214
534733.0,296708.2429822214
539329.0,296708.2429822214
539577.0,296708.2429822214
542858.0,296708.2429822214
543233.0,296708.2429822214
544110.0,296708.2429822214
546901.0,296708.2429822214
547537.0,296708.2429822214
547646.0,296708.2429822214
548043.0,127791.45101682177
550771.0,151362.24224841452
550957.0,151362.24224841452
552592.0,127791.45101682177
553322.0,127791.45101682177
559691.0,127791.45101682177
561381.0,127791.45101682177
563338.0,127791.45101682177
566541.0,127791.45101682177
568372.0,127791.45101682177
568434.0,127791.45101682177
568436.0,151362.24224841452
570037.0,650708.2794817446
570296.0,151362.24224841452
572155.0,151362.24224841452
575140.0,151362.24224841452
575332.0,151362.24224841452
577624.0,151362.24224841452
578772.0,151362.24224841452
579686.0,151362.24224841452
581824.0,151362.24224841452
584848.0,151362.24224841452
586285.0,151362.24224841452
587364.0,151362.24224841452
591428.0,151362.24224841452
591895.0,151362.24224841452
594713.0,151362.24224841452
596243.0,151362.24224841452
598146.0,151362.24224841452
598281.0,296708.2429822214
599596.0,296708.2429822214
600972.0,486181.96507449704
608635.0,151362.24224841452
612367.0,151362.24224841452
613236.0,151362.24224841452
614091.0,151362.24224841452
614515.0,151362.24224841452
615721.0,486181.96507449704
618040.0,486181.96507449704
618876.0,486181.96507449704
619447.0,486181.96507449704
619961.0,296708.2429822214
622585.0,296708.2429822214
622815.0,296708.2429822214
625425.0,296708.2429822214
626965.0,296708.2429822214
628838.0,296708.2429822214
630658.0,296708.2429822214
632350.0,296708.2429822214
635557.0,296708.2429822214
635732.0,296708.2429822214
638567.0,296708.2429822214
640888.0,296708.2429822214
643034.0,296708.2429822214
649946.0,296708.2429822214
652733.0,296708.2429822214
653103.0,296708.2429822214
654711.0,320247.93681234185
654947.0,320247.93681234185
655575.0,320247.93681234185
657052.0,320247.93681234185
657256.0,320247.93681234185
658485.0,129455.3192485532
659209.0,129455.3192485532
660141.0,320247.93681234185
660364.0,707837.3819481689
661475.0,700070.5888468187
661927.0,218770.6109852349
664456.0,218770.6109852349
667232.0,218770.6109852349
669643.0,218770.6109852349
672136.0,156758.80636630545
672592.0,156758.80636630545
675814.0,156758.80636630545
676332.0,156758.80636630545
679108.0,156758.80636630545
679494.0,156758.80636630545
679515.0,156758.80636630545
680191.0,156758.80636630545
682199.0,156758.80636630545
683516.0,156758.80636630545
685336.0,156758.80636630545
689705.0,156758.80636630545
693075.0,156758.80636630545
695233.0,156758.80636630545
697319.0,156758.80636630545
700312.0,156758.80636630545
705534.0,156758.80636630545
712143.0,156758.80636630545
712269.0,156758.80636630545
716737.0,184763.82350167935
721855.0,184763.82350167935
722677.0,313907.7102436748
723662.0,313907.7102436748
724448.0,313907.7102436748
727117.0,313907.7102436748
727900.0,143497.907188647
729660.0,203886.23800211883
731221.0,203886.23800211883
731389.0,203886.23800211883
732319.0,203886.23800211883
735229.0,203886.23800211883
738708.0,203886.23800211883
739385.0,203886.23800211883
740603.0,203886.23800211883
741178.0,203886.23800211883
741261.0,203886.23800211883
744451.0,203886.23800211883
745745.0,203886.23800211883
747668.0,695665.9929246483
755843.0,695665.9929246483
762327.0,695665.9929246483
763515.0,695665.9929246483
766848.0,695665.9929246483
767404.0,177734.9503905598
768014.0,177734.9503905598
770324.0,177734.9503905598
771375.0,177734.9503905598
776702.0,177734.9503905598
779095.0,177734.9503905598
780417.0,177734.9503905598
781302.0,177734.9503905598
782708.0,177734.9503905598
785821.0,177734.9503905598
786067.0,177734.9503905598
787532.0,177734.9503905598
790198.0,177734.9503905598
793899.0,177734.9503905598
794588.0,177734.9503905598
798447.0,177734.9503905598
802507.0,177734.9503905598
803176.0,141811.00082450747
803310.0,141811.00082450747
808585.0,141811.00082450747
808755.0,141811.00082450747
809374.0,141811.00082450747
812627.0,141811.00082450747
814324.0,141811.00082450747
814490.0,141811.00082450747
814881.0,141811.00082450747
817590.0,141811.00082450747
817876.0,141811.00082450747
818418.0,141811.00082450747
820666.0,177734.9503905598
821180.0,177734.9503905598
823039.0,177734.9503905598
824132.0,177734.9503905598
827684.0,177734.9503905598
827769.0,177734.9503905598
829131.0,177734.9503905598
833173.0,177734.9503905598
835637.0,177734.9503905598
836663.0,177734.9503905598
837232.0,177734.9503905598
837796.0,177734.9503905598
839125.0,177734.9503905598
842705.0,177734.9503905598
845277.0,177734.9503905598
846187.0,177734.9503905598
847605.0,210171.1266864101
848115.0,210171.1266864101
849869.0,210171.1266864101
854501.0,210171.1266864101
854626.0,210171.1266864101
855794.0,210171.1266864101
859153.0,210171.1266864101
864411.0,210171.1266864101
867076.0,210171.1266864101
867325.0,210171.1266864101
867985.0,210171.1266864101
868651.0,210171.1266864101
871785.0,210171.1266864101
875642.0,210171.1266864101
876271.0,210171.1266864101
880692.0,210171.1266864101
881339.0,395462.218305785
884126.0,395462.218305785
884791.0,395462.218305785
885611.0,305967.0312832283
885879.0,305967.0312832283
886001.0,305967.0312832283
888003.0,305967.0312832283
888751.0,305967.0312832283
894556.0,305967.0312832283
897191.0,305967.0312832283
901222.0,305967.0312832283
907428.0,305967.0312832283
909616.0,305967.0312832283
911848.0,305967.0312832283
914668.0,305967.0312832283
916491.0,305967.0312832283
918489.0,305967.0312832283
921709.0,305967.0312832283
924498.0,85106.68897288489
925856.0,85106.68897288489
928117.0,85106.68897288489
928202.0,85106.68897288489
929985.0,85106.68897288489
930726.0,85106.68897288489
931889.0,85106.68897288489
933984.0,85106.68897288489
940019.0,85106.68897288489
941432.0,85106.68897288489
942905.0,85106.68897288489
943725.0,85106.68897288489
945718.0,85106.68897288489
945844.0,114938.05307398314
946033.0,114938.05307398314
949078.0,305967.0312832283
949762.0,305967.0312832283
952350.0,305967.0312832283
952975.0,305967.0312832283
958561.0,305967.0312832283
961583.0,305967.0312832283
962630.0,526239.1934849978
966885.0,526239.1934849978
966983.0,320638.23849663336
968643.0,320638.23849663336
969646.0,320638.23849663336
970103.0,320638.23849663336
971728.0,526239.1934849978
972826.0,725263.3297588849
975455.0,638495.483042614
977905.0,638495.483042614
978753.0,638495.483042614
980249.0,358600.21521732875
982666.0,358600.21521732875
983525.0,358600.21521732875
984399.0,358600.21521732875
985308.0,358600.21521732875
987068.0,358600.21521732875
987619.0,358600.21521732875
987711.0,358600.21521732875
990918.0,358600.21521732875
992742.0,358600.21521732875
996595.0,358600.21521732875
996764.0,358600.21521732875
1000000.0,358600.21521732875
